Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Location,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Signal Type,Pedestrian Button Type,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Latitude,Longitude,Modified Date
920, CAMERON RD / RUTHERFORD LN,TRAFFIC,TURNED_ON,LOC16-004515,5163816,PRIMARY,"1,4", CAMERON RD, RUTHERFORD LN,2011652,,,,AUSTIN FULL PURPOSE,2011651,NORTHEAST,,11/17/20352,"(30.337326, -97.6832428)",1300,8112,2018,WALK/DONT WALK,,False,,5817c0c4e052e0422be6cb74,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,06/27/50327 08:00:00 AM +0000,,,30.337326,-97.6832428,03/23/51377 06:00:00 PM +0000
928,FM 2222 RD / SITIO DEL RIO BLVD,TRAFFIC,TURNED_ON,LOC16-004550,5146502,PRIMARY,10,FM 2222 RD, SITIO DEL RIO BLVD,2031985,,,,AUSTIN FULL PURPOSE,2012713,NORTHWEST,,05/06/42661,"(30.392931, -97.8418274)",6500,10600,2019,WALK/DONT WALK,,False,,5817c0c5e052e0422be6cb88,OFFLINE,11/07/51351 04:40:00 PM +0000,COA,BROKEN,02/17/51313 08:00:00 AM +0000,,,30.392931,-97.8418274,05/15/51432 12:40:00 AM +0000
897,FM 620 RD / 183 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004420,5150028,SECONDARY,6,FM 620 RD,US 183 HWY SVRD,3271333,,896: FM 620 RD / 183 HWY SVRD,,AUSTIN FULL PURPOSE,3271339,NORTHWEST,,03/12/41733,"(30.4688225, -97.7976913)",13876,13032,2019,WALK/DONT WALK,,False,,5b5c437997428f168b0e87ab,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,BROKEN,11/28/49664 08:00:00 AM +0000,,,30.4688225,-97.7976913,08/05/51499 12:00:00 PM +0000
889,FM 620 RD / BOULDER LN (North),TRAFFIC,TURNED_ON,LOC16-004380,5147160,PRIMARY,6,FM 620 RD, BOULDER LN,2037770,North,,,AUSTIN FULL PURPOSE,2007483,NORTHWEST,,03/11/36156,"(30.4434834, -97.8331299)",11700,10443,2018,NONE,,False,,5817c0bce052e0422be6cb25,OFFLINE,09/28/51206 04:40:00 PM +0000,COA,BROKEN,01/06/50604 08:00:00 AM +0000,,,30.4434834,-97.8331299,08/26/51508 08:00:00 PM +0000
895, AVERY RANCH BLVD / STAKED PLAINS DR,TRAFFIC,TURNED_ON,LOC16-004410,5150543,PRIMARY,6, AVERY RANCH BLVD, STAKED PLAINS DR,2037833,,,,AUSTIN FULL PURPOSE,2036834,NORTHWEST,,07/03/40361,"(30.4941616, -97.7914963)",11300,14001,2018,UNKNOWN,,False,,5817c0bee052e0422be6cb38,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,OK,12/16/51408 08:00:00 AM +0000,,,30.4941616,-97.7914963,06/16/51514 06:40:00 AM +0000
925, SALT SPRINGS DR / THAXTON RD,TRAFFIC,TURNED_ON,LOC16-004540,5156940,PRIMARY,2, SALT SPRINGS DR, THAXTON RD,2042188,,,,AUSTIN FULL PURPOSE,2042180,SOUTHEAST,,02/10/42601,"(30.1584244, -97.7459106)",7901,8012,2018,UNKNOWN,,False,,5817c0c5e052e0422be6cb84,ONLINE,11/30/51507 04:40:00 PM +0000,COA,BROKEN,06/08/50987 12:00:00 AM +0000,,,30.1584244,-97.7459106,03/03/51591 05:20:00 PM +0000
881, ST ELMO RD / WOODWARD ST,TRAFFIC,TURNED_ON,LOC16-004340,5156515,PRIMARY,2, ST ELMO RD, WOODWARD ST,2023189,,,,AUSTIN FULL PURPOSE,2023190,SOUTHEAST,,07/26/35222,"(30.2102242, -97.7473145)",2136,2000,2019,WALK/DONT WALK,,False,,5817c0bae052e0422be6cb0e,OFFLINE,,COA,OK,02/03/49454 08:00:00 AM +0000,,,30.2102242,-97.7473145,05/17/51623 05:20:00 AM +0000
919, 1ST ST / EMERALD WOOD DR,TRAFFIC,TURNED_ON,LOC16-004510,5152507,PRIMARY,3, 1ST ST, EMERALD WOOD DR,2024671,,,,AUSTIN FULL PURPOSE,2041741,SOUTHWEST,,09/09/42469,"(30.2128639, -97.778511)",601,4900,2019,WALK/DONT WALK,,False,,5817c0c4e052e0422be6cb72,ONLINE,08/15/49333 03:20:00 PM +0000,COA,OK,02/03/49454 08:00:00 AM +0000,,,30.2128639,-97.778511,05/17/51623 05:20:00 AM +0000
906,FM 620 RD / EL SALIDO PKWY,TRAFFIC,TURNED_ON,LOC16-004465,5148045,PRIMARY,6,FM 620 RD, EL SALIDO PKWY,2007006,,,,AUSTIN FULL PURPOSE,2006992,NORTHWEST,,03/28/43195,"(30.4580345, -97.8231125)",11701,11804,2018,COUNTDOWN,,False,,5817c0c2e052e0422be6cb59,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,04/16/51447 08:00:00 AM +0000,,,30.4580345,-97.8231125,09/22/51645 02:40:00 AM +0000
887,4601 BLK MC KINNEY FALLS PKWY (TX Parks and Wildlife),TRAFFIC,TURNED_ON,LOC16-004370,,PRIMARY,2, MC KINNEY FALLS PKWY,  ,,TX Parks and Wildlife,,,AUSTIN 2 MILE ETJ,3258116,SOUTHEAST,,09/22/49593,"(30.1883583, -97.713356)",,4601,2018,COUNTDOWN,,False,,5817c0bce052e0422be6cb1f,OFFLINE,01/11/51538 04:40:00 PM +0000,COA,BROKEN,03/02/51105 12:00:00 AM +0000,The signal was turned on on 08/16/2017.,,30.1883583,-97.713356,10/28/51645 10:00:00 PM +0000
939, ANDERSON MILL RD / MORRIS RD,TRAFFIC,TURNED_ON,LOC16-004585,5153102,PRIMARY,6, ANDERSON MILL RD, MORRIS RD,2007011,,,,AUSTIN FULL PURPOSE,2007040,NORTHWEST,,,"(30.4562817, -97.766571)",13200,8500,2018,WALK/DONT WALK,,False,,5817c0c7e052e0422be6cb99,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,02/03/49454 08:00:00 AM +0000,,,30.4562817,-97.766571,12/29/51166 03:20:00 PM +0000
951, 6TH ST / BAYLOR ST,TRAFFIC,TURNED_ON,LOC16-004645,5155153,PRIMARY,9, 6TH ST, BAYLOR ST,2021054,,,,AUSTIN FULL PURPOSE,2021029,CENTRAL,,11/22/44996,"(30.2720985, -97.7553864)",504,1027,2018,WALK/DONT WALK,,False,,5817c0cae052e0422be6cbbc,ONLINE,08/15/49333 03:20:00 PM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.2720985,-97.7553864,05/16/51432 10:00:00 AM +0000
964, BURNET RD / ADAMS AVE,TRAFFIC,TURNED_ON,LOC16-004710,5157168,PRIMARY,7, BURNET RD, ADAMS AVE,2012022,,,,AUSTIN FULL PURPOSE,2012023,NORTHWEST,,08/31/45897,"(30.3300705, -97.7398911)",5600,5500,2018,COUNTDOWN,APS,False,,5817c0cce052e0422be6cbdc,ONLINE,06/04/51335 04:40:00 PM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.3300705,-97.7398911,06/16/51393 05:20:00 AM +0000
952, CAMERON RD / CROSS PARK DR,TRAFFIC,TURNED_ON,LOC16-004650,5164317,PRIMARY,"1,4", CAMERON RD, CROSS PARK DR,2011433,,,,AUSTIN FULL PURPOSE,2011415,NORTHEAST,,07/01/21401,"(30.3439808, -97.6783371)",8704,8700,2018,WALK/DONT WALK,,False,,5817c0cae052e0422be6cbbe,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,09/13/50335 08:00:00 AM +0000,,,30.3439808,-97.6783371,06/06/51486 04:00:00 AM +0000
958, 5TH ST / PRESSLER ST,TRAFFIC,TURNED_ON,LOC16-004680,5154542,PRIMARY,9, 5TH ST, PRESSLER ST,2021011,,,,AUSTIN FULL PURPOSE,2021012,CENTRAL,,06/03/45700,"(30.272729, -97.760832)",500,1400,2018,COUNTDOWN,,False,,5817c0cbe052e0422be6cbcd,ONLINE,08/14/50057 08:40:00 AM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.272729,-97.760832,07/29/51492 07:20:00 AM +0000
940, SPICEWOOD SPRINGS RD / MESA DR,TRAFFIC,TURNED_ON,LOC16-004590,5154593,PRIMARY,10, SPICEWOOD SPRINGS RD, MESA DR,2013672,,,,AUSTIN FULL PURPOSE,3213025,NORTHWEST,,09/23/15205,"(30.3715324, -97.757225)",8000,4203,2018,UNKNOWN,APS,False,,5817c0c7e052e0422be6cb9b,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,BROKEN,12/19/50614 08:00:00 AM +0000,,,30.3715324,-97.757225,05/27/51514 03:20:00 AM +0000
954, 5TH ST / WALSH ST,TRAFFIC,TURNED_ON,LOC16-004660,5154806,PRIMARY,9, 5TH ST, WALSH ST,2021041,,,,AUSTIN FULL PURPOSE,2021042,CENTRAL,,01/27/44534,"(30.2716541, -97.7581711)",500,1200,2018,COUNTDOWN,APS,False,,5817c0cae052e0422be6cbc2,ONLINE,08/15/49333 03:20:00 PM +0000,COA,OK,01/28/51439 08:00:00 AM +0000,,,30.2716541,-97.7581711,05/31/51571 06:00:00 PM +0000
953, 5TH ST / RIO GRANDE ST,TRAFFIC,TURNED_ON,LOC16-004655,5155874,PRIMARY,9, 5TH ST, RIO GRANDE ST,2018665,,,,AUSTIN FULL PURPOSE,2018666,CENTRAL,,04/27/45440,"(30.2689972, -97.7498703)",500,700,2018,COUNTDOWN,,False,,5817c0cae052e0422be6cbc0,ONLINE,11/23/50379 04:40:00 PM +0000,COA,NO DETECTION,,,,30.2689972,-97.7498703,08/13/51574 04:40:00 AM +0000
931, ANDERSON LN SVRD / CAMERON RD,TRAFFIC,TURNED_ON,LOC16-007230,5163428,SECONDARY,"1,4", ANDERSON LN SVRD, CAMERON RD,3267755,,937:  ANDERSON LN SVRD / CAMERON RD,,AUSTIN FULL PURPOSE,3259893,NORTHEAST,,03/24/48827,"(30.332219, -97.686614)",7608,1200,2019,COUNTDOWN,,False,,5823aa5aef1921562b305e25,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,NO DETECTION,,,,30.332219,-97.686614,11/05/51612 02:00:00 AM +0000
930, OLTORF ST / BURLESON RD,TRAFFIC,TURNED_ON,LOC16-004560,5158189,PRIMARY,3, OLTORF ST, BURLESON RD,2022873,,,,AUSTIN FULL PURPOSE,2022835,SOUTHWEST,,07/17/19353,"(30.2314911, -97.735733)",2301,1800,2017,WALK/DONT WALK,,False,,5817c0c6e052e0422be6cb8c,ONLINE,05/08/50422 03:20:00 PM +0000,COA,BROKEN,02/17/50634 08:00:00 AM +0000,,,30.2314911,-97.735733,01/28/51613 02:40:00 AM +0000
932, CHICON ST / MANOR RD,TRAFFIC,TURNED_ON,LOC16-004565,5159690,SECONDARY,"1,9", CHICON ST, MANOR RD,2017603,,929:  DEAN KEETON ST / LAFAYETTE AVE,,AUSTIN FULL PURPOSE,2017678,NORTHEAST,,08/20/43274,"(30.2838135, -97.7221603)",1900,2200,2019,COUNTDOWN,,False,,5817c0c6e052e0422be6cb8e,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,BROKEN,02/05/51064 12:00:00 AM +0000,,,30.2838135,-97.7221603,06/09/51623 03:20:00 AM +0000
937, ANDERSON LN SVRD / CAMERON RD,TRAFFIC,TURNED_ON,LOC16-007235,5163480,PRIMARY,"1,4", ANDERSON LN SVRD, CAMERON RD,3267689,,,931:  ANDERSON LN SVRD / CAMERON RD,AUSTIN FULL PURPOSE,3259899,NORTHEAST,,06/27/48824,"(30.332819, -97.686158)",7800,1400,2019,COUNTDOWN,,False,,5823a9eabf1c59412b2f5cd8,ONLINE,05/25/50971 08:40:00 AM +0000,TxDOT,OK,02/03/49454 08:00:00 AM +0000,,,30.332819,-97.686158,09/28/51655 10:40:00 AM +0000
947, CAMERON RD / MC KIE DR,TRAFFIC,TURNED_ON,LOC16-004625,5162968,PRIMARY,"1,4", CAMERON RD, MC KIE DR,2040388,,,,AUSTIN FULL PURPOSE,2012081,NORTHEAST,,11/15/24259,"(30.3290386, -97.6904068)",1306,7300,2018,WALK/DONT WALK,,False,,5b5c437d97428f168b0e87cf,ONLINE,05/25/50971 08:40:00 AM +0000,COA,OK,10/01/51285 08:00:00 AM +0000,,,30.3290386,-97.6904068,07/03/51670 07:20:00 PM +0000
941, MESA DR / STECK AVE,TRAFFIC,TURNED_ON,LOC16-004595,5154802,PRIMARY,10, MESA DR, STECK AVE,2013750,,,,AUSTIN FULL PURPOSE,2013751,NORTHWEST,,07/28/15071,"(30.3743553, -97.755455)",4101,8100,2019,UNKNOWN,,False,,5817c0c7e052e0422be6cb9f,OFFLINE,11/19/51570 04:40:00 PM +0000,COA,OK,02/03/49454 08:00:00 AM +0000,,,30.3743553,-97.755455,06/27/51678 02:00:00 AM +0000
956, TRANQUILO TRL / BLUFF SPRINGS RD,TRAFFIC,TURNED_ON,LOC16-004670,5153598,PRIMARY,2, TRANQUILO TRL, BLUFF SPRINGS RD,2038357,,,,AUSTIN FULL PURPOSE,2038361,SOUTHEAST,,12/28/45401,"(30.18076178, -97.76967856)",7111,1900,2017,UNKNOWN,,False,,5817c0cbe052e0422be6cbc9,ONLINE,07/22/49777 09:20:00 AM +0000,COA,OK,01/26/51127 12:00:00 AM +0000,,,30.18076178,-97.76967856,08/17/51683 08:40:00 PM +0000
985, MANOR RD / CHERRYWOOD RD,TRAFFIC,TURNED_ON,LOC16-004815,5160109,PRIMARY,"1,9", MANOR RD, CHERRYWOOD RD,2017566,,,,AUSTIN FULL PURPOSE,2017565,NORTHEAST,,12/01/10438,"(30.2844105, -97.7184219)",2900,2217,2018,COUNTDOWN,APS,False,,5b5c437f97428f168b0e87dc,ONLINE,08/16/49333 08:00:00 AM +0000,COA,BROKEN,02/25/50289 08:00:00 AM +0000,,,30.2844105,-97.7184219,08/10/51259 05:20:00 PM +0000
987, TUSCANY WAY / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004825,5165769,SECONDARY,1, TUSCANY WAY,US 290 HWY SVRD,5060232,,801:  TUSCANY WAY / 290 HWY SVRD,,AUSTIN FULL PURPOSE,5060237,NORTHEAST,,,"(30.3278484, -97.6593475)",8300,8225,2019,COUNTDOWN,APS,False,,5817c0d4e052e0422be6cc23,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3278484,-97.6593475,08/28/51258 12:00:00 PM +0000
988, HARRIS BRANCH PKWY / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004830,5168538,SECONDARY,1, HARRIS BRANCH PKWY,US 290 HWY SVRD,3350592,,784:  HARRIS BRANCH PKWY / 290 HWY SVRD,,AUSTIN FULL PURPOSE,5082985,NORTHEAST,,,"(30.3344555, -97.607399)",9813,,2019,COUNTDOWN,APS,False,,5b5c437f97428f168b0e87df,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,BROKEN,11/28/49664 08:00:00 AM +0000,,,30.3344555,-97.607399,08/28/51258 12:00:00 PM +0000
968, 6TH ST / PRESSLER ST,TRAFFIC,VOID,LOC16-004730,5154542,PRIMARY,9, 6TH ST, PRESSLER ST,2020967,,,,AUSTIN FULL PURPOSE,2020982,CENTRAL,,,"(30.273898, -97.760207)",600,1300,2019,UNKNOWN,,False,1973,5817c0cce052e0422be6cbe6,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,UNKNOWN,,,,30.273898,-97.760207,12/31/51491 04:40:00 AM +0000
984, SPRINGDALE RD / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004810,5166007,SECONDARY,1, SPRINGDALE RD,US 290 HWY SVRD,5079123,,800: US 290 HWY SVRD / SPRINGDALE RD,,AUSTIN FULL PURPOSE,3195129,NORTHEAST,,01/01/68029,"(30.3281689, -97.6552582)",8700,8108,2019,COUNTDOWN,APS,False,,5817c0d3e052e0422be6cc1a,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3281689,-97.6552582,07/20/51492 06:40:00 AM +0000
972, GUADALUPE ST / 13TH ST,TRAFFIC,DESIGN,LOC16-004750,5156795,PRIMARY,9, GUADALUPE ST, 13TH ST,2018195,,,,AUSTIN FULL PURPOSE,2018194,CENTRAL,,,"(30.2760105, -97.7437057)",401,1300,,UNKNOWN,,False,,5817c0cfe052e0422be6cbf5,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,UNKNOWN,,Anticipate assigning to construction contractor by end of August 2019,07/27/51496 08:00:00 AM +0000,30.2760105,-97.7437057,10/28/51497 04:00:00 PM +0000
986, 12TH ST / CHESTNUT AVE,TRAFFIC,TURNED_ON,LOC16-004820,5160419,PRIMARY,1, 12TH ST, CHESTNUT AVE,2018266,,,,AUSTIN FULL PURPOSE,2018265,NORTHEAST,,07/27/5053,"(30.2743607, -97.7159805)",1200,2300,2019,WALK/DONT WALK,,False,,5817c0d4e052e0422be6cc21,ONLINE,06/26/51491 04:40:00 PM +0000,COA,BROKEN,06/08/50987 12:00:00 AM +0000,,,30.2743607,-97.7159805,01/14/51498 10:40:00 AM +0000
989,US 290 HWY SVRD / GILES LN,TRAFFIC,TURNED_ON,LOC16-004835,5167758,SECONDARY,1,US 290 HWY SVRD, GILES LN,3356273,,802:  JOHNNY MORRIS RD / 290 HWY SVRD,,AUSTIN FULL PURPOSE,5082074,NORTHEAST,,,"(30.331007, -97.6233139)",9700,9612,2019,COUNTDOWN,APS,False,,5b5c438097428f168b0e87e3,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,BROKEN,11/28/49664 08:00:00 AM +0000,,,30.331007,-97.6233139,12/29/51543 11:20:00 AM +0000
967, KOENIG LN / ARROYO SECO ,TRAFFIC,TURNED_ON,LOC16-004725,5157958,SECONDARY,7, KOENIG LN, ARROYO SECO ,2011933,,966:  KOENIG LN / ARROYO SECO ,,AUSTIN FULL PURPOSE,2011929,NORTHWEST,,07/05/51340,"(30.332352, -97.73467)",5901,1600,2019,UNKNOWN,APS,False,,5817c0cce052e0422be6cbe4,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,COA,BROKEN,05/03/51436 08:00:00 AM +0000,,,30.332352,-97.73467,08/11/51574 07:20:00 PM +0000
970,IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,TRAFFIC,TURNED_ON,LOC16-004740,5160182,SECONDARY,9,IH 35 SVRD, N IH 35 SVRD SB AT 41ST TRN,3370777,,971: IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN,,AUSTIN FULL PURPOSE,3370760,CENTRAL,,07/25/19405,"(30.2987709, -97.7174683)",,4106,2019,WALK/DONT WALK,,False,,5817c0cce052e0422be6cbeb,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,UNKNOWN,01/18/51075 12:00:00 AM +0000,,,30.2987709,-97.7174683,10/04/51606 11:20:00 AM +0000
974, LAVACA ST / 16TH ST,TRAFFIC,TURNED_ON,LOC16-004760,5157135,PRIMARY,"1,9", LAVACA ST, 16TH ST,2018005,,,,AUSTIN FULL PURPOSE,2018004,CENTRAL,,10/28/46031,"(30.2785625, -97.741539)",301,1600,2018,COUNTDOWN,APS,False,,5817c0d0e052e0422be6cbfd,ONLINE,12/23/50032 08:40:00 AM +0000,COA,UNKNOWN,07/27/49459 08:00:00 AM +0000,,,30.2785625,-97.741539,10/31/51645 12:00:00 AM +0000
982,IH 35 SVRD / 32ND ST,TRAFFIC,TURNED_ON,LOC16-004800,5159577,PRIMARY,9,IH 35 SVRD, 32ND ST,3367455,,,983: IH 35 SVRD / 32ND ST,AUSTIN FULL PURPOSE,2017269,CENTRAL,,06/15/7060,"(30.2890625, -97.723053)",1034,3109,2019,WALK/DONT WALK,,False,,5817c0d2e052e0422be6cc14,ONLINE,08/16/49333 08:00:00 AM +0000,TxDOT,BROKEN,07/20/51444 08:00:00 AM +0000,,,30.2890625,-97.723053,09/28/51655 10:40:00 AM +0000
973, GUADALUPE ST / 17TH ST,TRAFFIC,TURNED_ON,LOC16-004755,5157023,PRIMARY,9, GUADALUPE ST, 17TH ST,2017916,,,,AUSTIN FULL PURPOSE,2017915,CENTRAL,,08/08/46138,"(30.2797356, -97.7422867)",401,1700,2018,COUNTDOWN,APS,False,,5817c0d0e052e0422be6cbfb,ONLINE,09/23/50360 04:40:00 PM +0000,COA,UNKNOWN,07/27/49459 08:00:00 AM +0000,,,30.2797356,-97.7422867,04/02/51670 10:40:00 AM +0000
975, LAVACA ST / 17TH ST,TRAFFIC,TURNED_ON,LOC16-004765,5157176,PRIMARY,"1,9", LAVACA ST, 17TH ST,2017935,,,,AUSTIN FULL PURPOSE,2017934,CENTRAL,,06/26/46108,"(30.2794685, -97.7412033)",301,1700,2018,COUNTDOWN,APS,False,,5817c0d0e052e0422be6cbff,ONLINE,12/23/50032 08:40:00 AM +0000,COA,UNKNOWN,07/27/49459 08:00:00 AM +0000,,,30.2794685,-97.7412033,04/06/51670 02:40:00 PM +0000
981,US 290 HWY SVRD / E US 290 ARTERIAL A RAMP,TRAFFIC,TURNED_ON,LOC16-004795,5166763,SECONDARY,1,US 290 HWY SVRD, E US 290 ARTERIAL A RAMP,5082055,,980: US 290 HWY SVRD / E US 290 ARTERIAL A RAMP,,AUSTIN FULL PURPOSE,5079176,NORTHEAST,,,"(30.3291435, -97.6413879)",,9333,2019,COUNTDOWN,APS,False,,5817c0d2e052e0422be6cc12,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3291435,-97.6413879,12/23/51699 09:20:00 AM +0000
990,US 290 HWY SVRD / PARMER LN,TRAFFIC,UKNOWN,LOC16-004840,5279446,PRIMARY,1,US 290 HWY SVRD, PARMER LN,3388555,,,993: US 290 HWY SVRD / PARMER LN,AUSTIN FULL PURPOSE,2009629,NORTHEAST,,02/28/48816,"(30.34398, -97.58007)",9600,10109,2019,COUNTDOWN,,False,,5817c0d5e052e0422be6cc2d,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,UNKNOWN,,,,30.34398,-97.58007,07/16/51393 02:00:00 AM +0000
992, CAPITAL OF TEXAS HWY / 2222 RD,TRAFFIC,TURNED_ON,LOC16-004850,5150820,SECONDARY,10, CAPITAL OF TEXAS HWY,FM 2222 RD,2040000,,991:  CAPITAL OF TEXAS HWY / 2222 RD,,AUSTIN FULL PURPOSE,2038576,NORTHWEST,,,"(30.3593979, -97.7918472)",5801,5800,2019,NONE,,False,,5817c0d6e052e0422be6cc34,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3593979,-97.7918472,12/10/51307 12:00:00 PM +0000
993,US 290 HWY SVRD / PARMER LN,TRAFFIC,UKNOWN,LOC16-004855,3264339,SECONDARY,1,US 290 HWY SVRD, PARMER LN,3388557,,990: US 290 HWY SVRD / PARMER LN,,AUSTIN FULL PURPOSE,2009618,NORTHEAST,,02/28/48816,"(30.344859, -97.581018)",9601,10108,2019,COUNTDOWN,,False,,5817c0d7e052e0422be6cc3a,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,UNKNOWN,,,,30.344859,-97.581018,07/16/51393 06:40:00 PM +0000
998, HUNTERS CHASE DR / POND SPRINGS RD,TRAFFIC,TURNED_ON,LOC16-004880,5152400,PRIMARY,6, HUNTERS CHASE DR, POND SPRINGS RD,2038896,,,,AUSTIN FULL PURPOSE,2038879,NORTHWEST,,01/25/14480,"(30.4414482, -97.7734146)",12918,12100,2017,COUNTDOWN,APS,False,,5b5c438097428f168b0e87e7,ONLINE,05/25/50971 08:40:00 AM +0000,COA,BROKEN,07/27/49459 08:00:00 AM +0000,,,30.4414482,-97.7734146,02/27/51164 12:40:00 PM +0000
1001,SH 130 SVRD / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004895,5168808,SECONDARY,1,SH 130 SVRD,US 290 HWY SVRD,3265178,,1000: SH 130 SVRD / 290 HWY SVRD,,AUSTIN FULL PURPOSE,3263362,NORTHEAST,,08/07/46565,"(30.3403416, -97.5903091)",10017,11200,2019,COUNTDOWN,,False,,5817c0d9e052e0422be6cc4f,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3403416,-97.5903091,08/28/51258 12:00:00 PM +0000
1002,SH 130 SVRD / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004900,5168771,SECONDARY,1,SH 130 SVRD,US 290 HWY SVRD,3265155,,1000: SH 130 SVRD / 290 HWY SVRD,,AUSTIN FULL PURPOSE,3263303,NORTHEAST,,08/07/46565,"(30.3406754, -97.5919113)",10016,11500,2019,COUNTDOWN,,False,,5817c0d9e052e0422be6cc54,NO COMMUNICATION,12/07/49853 10:00:00 PM +0000,TxDOT,OK,07/27/49459 08:00:00 AM +0000,,,30.3406754,-97.5919113,08/28/51258 12:00:00 PM +0000
1009, BRAZOS ST / 3RD ST,TRAFFIC,TURNED_ON,LOC16-004935,5157052,PRIMARY,9, BRAZOS ST, 3RD ST,2018967,,,,AUSTIN FULL PURPOSE,2018966,CENTRAL,,12/30/47011,"(30.2648773, -97.7425079)",100,300,2017,COUNTDOWN,,True,,5817c0dde052e0422be6cc6b,ONLINE,05/07/50982 08:40:00 AM +0000,COA,OK,09/17/50075 12:00:00 AM +0000,,,30.2648773,-97.7425079,05/17/51432 02:40:00 AM +0000
1015, CESAR CHAVEZ ST / PEDERNALES ST,TRAFFIC,TURNED_ON,LOC16-004965,5160391,PRIMARY,3, CESAR CHAVEZ ST, PEDERNALES ST,2019506,,,,AUSTIN FULL PURPOSE,2019507,CENTRAL,,12/13/47731,"(30.2543983, -97.7167587)",100,2400,2017,COUNTDOWN,APS,True,,5817c0dfe052e0422be6cc7b,ONLINE,09/28/51206 04:40:00 PM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.2543983,-97.7167587,05/22/51408 04:40:00 PM +0000
1016,SH 45  / ESCARPMENT BLVD,TRAFFIC,TURNED_ON,LOC16-004970,5143421,PRIMARY,8,SH 45 , ESCARPMENT BLVD,2046195,,,1032: SH 45  / ESCARPMENT BLVD,AUSTIN FULL PURPOSE,2046191,SOUTHWEST,,12/27/47805,"(30.1820621, -97.8996201)",11600,6400,2018,COUNTDOWN,APS,False,,5817c0dfe052e0422be6cc80,OFFLINE,01/11/51538 04:40:00 PM +0000,COA,OK,07/27/49459 08:00:00 AM +0000,,,30.1820621,-97.8996201,04/13/51544 12:40:00 AM +0000
1007, WELLS BRANCH PKWY / TUDOR HOUSE RD,TRAFFIC,TURNED_ON,LOC16-004925,5166605,PRIMARY,, WELLS BRANCH PKWY, TUDOR HOUSE RD,2038134,,,,AUSTIN 2 MILE ETJ,2038136,NORTHEAST,,07/16/47058,"(30.4290409, -97.6412201)",200,800,2019,COUNTDOWN,APS,False,,5817c0dbe052e0422be6cc64,ONLINE,07/23/49777 02:00:00 AM +0000,Travis County,OK,07/27/49459 08:00:00 AM +0000,,,30.4290409,-97.6412201,09/28/51655 10:40:00 AM +0000
